WELL_TEST_ID,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
16488,1219730,319.0,20.0,0.005,0.01,8.88,347.0,605.0,0.84,8.0,6.8,0.005,0.01,176.0,2.5,227.0,0.4,0.3,0.05,0.01,
16489,1219731,427.0,6.0,0.03,11.4,7.87,520.0,2540.0,0.3,1310.0,92.9,0.02,0.05,1360.0,237.0,411.0,6.8,175.0,0.1,11.4,
16490,1219732,412.0,21.0,0.01,0.01,8.51,461.0,625.0,3.75,19.0,73.5,0.005,0.01,46.4,4.8,250.0,0.9,1.8,0.12,0.01,
16491,1219733,407.0,21.0,0.005,0.01,8.83,455.0,557.0,4.95,7.0,13.9,0.005,0.01,68.4,2.4,227.0,0.8,0.2,0.05,0.01,
16492,1219734,460.0,6.0,0.02,0.05,7.68,561.0,2220.0,0.4,607.0,14.9,0.45,0.05,1200.0,160.0,513.0,5.4,50.3,1.8,0.07,
16493,1219735,516.0,6.0,0.02,0.1,8.35,629.0,2310.0,0.3,98.0,22.0,0.061,0.05,1160.0,27.0,779.0,2.0,7.5,0.2,0.1,
16494,1219736,355.0,18.0,0.005,0.01,8.64,396.0,975.0,2.94,38.0,11.3,0.075,0.01,405.0,11.2,331.0,1.3,2.4,0.05,0.01,
16495,1219737,399.0,6.0,0.02,6.18,7.61,486.0,4280.0,0.3,1620.0,30.7,0.02,0.05,2720.0,276.0,779.0,8.6,226.0,0.3,6.18,
16496,1219738,584.0,6.0,0.1,160.0,7.56,712.0,9560.0,1.0,4900.0,233.0,0.05,0.2,5970.0,499.0,1600.0,12.0,886.0,0.5,160.0,
16497,1219739,394.0,6.0,0.03,3.5,7.63,480.0,2220.0,0.4,724.0,94.0,0.29,0.05,1150.0,184.0,481.0,5.1,64.1,0.25,3.5,
16498,1219740,212.0,34.0,0.005,0.01,9.11,190.0,471.0,5.37,4.1,139.0,0.005,0.02,4.9,1.6,198.0,0.4,0.2,0.17,0.01,
16499,1219741,398.0,6.0,0.005,0.01,7.93,485.0,1030.0,0.56,300.0,9.6,0.267,0.01,425.0,63.7,252.0,2.6,34.2,0.05,0.01,
16500,1219742,379.0,6.0,0.02,30.0,7.71,462.0,1690.0,0.4,1110.0,108.0,0.02,0.05,789.0,196.0,208.0,6.1,151.0,0.38,30.0,
16501,1219743,348.0,6.0,0.02,0.05,7.79,424.0,2420.0,0.76,460.0,23.7,0.21,0.1,1370.0,125.0,658.0,5.0,36.0,0.26,0.07,
16502,1219744,390.0,6.0,0.02,0.05,7.88,476.0,2710.0,0.58,460.0,55.5,0.095,0.05,1530.0,118.0,725.0,5.0,39.0,6.48,0.07,
16503,1219745,355.0,17.0,0.005,0.01,8.64,398.0,1180.0,3.16,28.0,67.3,0.018,0.01,482.0,10.0,407.0,1.0,0.8,0.06,0.01,
16504,1219746,273.0,6.0,0.02,0.1,8.32,333.0,2290.0,1.3,70.0,22.8,0.04,0.05,1340.0,25.0,742.0,2.0,3.0,0.2,0.1,
16505,1219747,383.0,33.0,0.006,0.02,8.89,401.0,522.0,4.13,18.0,43.9,0.01,0.06,36.8,4.3,205.0,0.6,1.7,0.14,0.03,
16506,1219748,355.0,36.0,0.005,0.01,8.93,360.0,441.0,4.03,4.2,40.9,0.009,0.13,0.9,1.7,185.0,0.5,0.2,0.21,0.01,
16507,1219749,291.0,21.0,0.013,0.06,8.6,312.0,981.0,2.93,25.0,21.6,0.007,0.03,435.0,7.6,340.0,1.1,1.4,21.0,0.08,
16508,1219750,302.0,18.0,0.02,0.05,8.5,331.0,1330.0,3.0,36.2,27.5,0.008,0.02,659.0,11.3,444.0,1.2,2.0,0.51,0.07,
16509,1219751,374.0,31.0,0.005,0.01,8.85,393.0,680.0,3.46,9.0,35.3,0.008,0.01,147.0,3.2,270.0,0.6,0.3,0.2,0.01,
16510,1219752,300.0,6.0,0.02,0.05,8.42,365.0,1370.0,2.5,35.0,14.9,0.02,0.05,693.0,11.0,474.0,2.0,2.0,0.58,0.07,
16511,1219753,422.0,63.0,0.005,0.01,8.95,387.0,465.0,6.1,5.0,10.9,0.005,0.01,7.9,1.7,191.0,0.5,0.3,0.05,0.01,
16512,1219754,548.0,6.0,0.005,0.41,7.78,669.0,1180.0,0.07,790.0,2.1,0.381,0.01,485.0,139.0,118.0,3.4,108.0,0.05,0.41,
16513,1219755,525.0,6.0,0.005,9.84,8.01,641.0,1100.0,0.06,808.0,10.3,0.005,0.01,428.0,140.0,91.5,3.8,112.0,0.05,9.84,
16514,1219756,292.0,8.0,0.005,0.01,8.5,340.0,1150.0,2.49,23.0,17.4,0.009,0.01,544.0,7.5,400.0,1.0,0.9,0.61,0.01,
16515,1219757,501.0,6.0,0.02,0.05,7.84,610.0,2680.0,0.3,550.0,26.6,0.47,0.05,1430.0,146.0,724.0,5.6,46.0,11.5,0.07,
16516,1219758,295.0,14.0,0.005,0.01,8.49,331.0,1170.0,3.14,58.0,16.8,0.023,0.01,560.0,17.3,393.0,1.2,3.5,0.32,0.01,
16517,1219759,285.0,10.0,0.02,0.05,8.41,328.0,1900.0,3.1,120.0,18.9,0.04,0.05,1040.0,40.0,632.0,2.0,5.0,29.2,0.07,
16518,1219760,339.0,6.0,0.02,0.05,8.34,414.0,1490.0,1.7,60.0,17.0,0.02,0.05,716.0,17.0,528.0,2.0,4.0,0.21,0.07,
16519,1219761,176.0,20.0,0.005,0.01,9.08,173.0,493.0,6.2,4.5,173.0,0.005,0.04,19.0,1.8,194.0,0.4,0.2,1.7,0.01,
16520,1219762,280.0,7.0,0.02,0.05,8.38,328.0,2200.0,3.1,130.0,55.1,0.05,0.05,1210.0,45.0,711.0,2.0,5.1,3.49,0.07,
16521,1219763,232.0,6.0,0.005,0.01,8.5,270.0,515.0,7.74,4.4,68.9,0.005,0.01,113.0,1.8,192.0,0.4,0.2,0.05,0.01,
16522,1219764,364.0,9.0,0.005,0.01,8.46,425.0,1060.0,2.49,20.0,11.9,0.006,0.01,455.0,6.1,367.0,1.3,1.3,0.07,0.01,
16523,1219765,292.0,6.0,0.02,0.05,8.36,356.0,1590.0,2.0,44.0,14.3,0.02,0.05,846.0,14.0,542.0,2.0,2.0,0.13,0.07,
16524,1219766,426.0,8.0,0.02,0.05,8.43,504.0,1450.0,0.78,37.0,10.1,0.02,0.05,642.0,11.0,530.0,2.0,2.0,1.0,0.07,
16525,1219767,278.0,10.0,0.054,0.05,8.45,319.0,1370.0,0.86,28.0,10.3,0.02,0.09,698.0,11.0,486.0,2.0,1.0,0.23,0.05,
16526,1219768,333.0,25.0,0.005,0.01,8.95,355.0,455.0,3.82,4.3,67.0,0.007,0.03,1.0,1.7,185.0,0.5,0.2,0.67,0.01,
16527,1219769,472.0,6.0,0.005,0.01,7.93,575.0,1060.0,0.16,392.0,3.7,0.221,0.01,424.0,48.8,234.0,2.7,65.5,0.14,0.01,
16528,1219770,561.0,52.0,0.005,0.01,8.82,578.0,1050.0,2.58,7.0,4.5,0.005,0.07,306.0,2.1,396.0,1.0,0.4,0.18,0.01,
16529,1219771,272.0,6.0,0.005,0.73,7.91,332.0,519.0,0.26,302.0,17.2,0.005,0.01,161.0,67.9,74.0,3.0,32.2,0.22,0.73,
16530,1219772,352.0,6.0,0.005,2.49,8.15,430.0,853.0,0.32,115.0,13.5,0.005,0.01,320.0,26.8,266.0,2.6,11.7,1.6,2.49,
16531,1219773,445.0,8.0,0.005,0.01,8.43,527.0,572.0,4.43,9.0,53.3,0.005,0.02,10.0,3.1,238.0,0.9,0.4,2.69,0.01,
16532,1219774,243.0,6.0,0.02,0.05,8.33,296.0,2920.0,2.8,241.0,19.3,0.061,0.1,1770.0,74.6,890.0,3.0,13.0,4.2,0.07,
16533,1219775,432.0,31.0,0.005,0.01,8.74,463.0,579.0,4.24,12.0,10.3,0.005,0.01,79.6,3.2,225.0,0.8,0.9,1.9,0.01,
16534,1219776,358.0,6.0,0.005,0.12,7.69,436.0,1080.0,0.37,250.0,9.5,0.109,0.01,485.0,63.2,281.0,3.1,22.4,1.64,0.12,
16535,1219777,342.0,6.0,0.005,1.81,7.72,417.0,992.0,0.27,398.0,12.4,0.012,0.01,451.0,91.3,187.0,4.1,41.2,0.89,1.81,
16536,1219778,355.0,6.0,0.05,0.1,7.66,433.0,4680.0,0.6,705.0,10.5,0.29,0.05,2910.0,191.0,1290.0,6.4,55.6,0.52,0.15,
16537,1219779,385.0,6.0,0.005,0.01,8.08,470.0,970.0,0.67,127.0,3.3,0.1,0.01,391.0,27.7,300.0,2.0,14.0,0.05,0.01,
16538,1219780,204.0,18.0,0.028,0.01,8.92,211.0,622.0,6.33,36.8,167.0,0.013,0.06,96.1,10.8,223.0,0.5,2.4,0.37,0.03,
16539,1219781,336.0,17.0,0.041,0.08,8.81,375.0,565.0,4.49,6.0,15.2,0.005,0.01,116.0,2.1,229.0,0.7,0.3,0.09,0.12,
16540,1219782,247.0,6.0,0.15,0.54,8.36,301.0,1650.0,1.6,39.0,18.6,0.02,0.05,916.0,14.0,548.0,2.0,1.0,0.24,0.69,
16541,1219783,324.0,11.0,0.005,0.03,8.59,372.0,1010.0,4.2,56.0,11.4,0.009,0.01,432.0,15.6,349.0,1.2,4.2,3.16,0.03,
16542,1219784,437.0,6.0,0.1,0.2,7.98,533.0,10900.0,1.0,1430.0,49.8,0.79,0.1,6900.0,292.0,3240.0,10.0,171.0,176.0,0.2,
16543,1219785,314.0,9.0,0.005,0.01,8.57,365.0,1000.0,3.16,16.0,13.9,0.008,0.01,438.0,5.4,355.0,1.0,0.7,0.05,0.01,
16544,1219786,378.0,16.0,0.02,0.05,8.61,428.0,1890.0,0.89,133.0,23.9,0.05,0.05,959.0,37.0,631.0,3.0,10.0,1.6,0.07,
16545,1219787,397.0,6.0,0.02,0.05,8.27,484.0,1860.0,1.1,125.0,20.7,0.059,0.05,924.0,37.0,632.0,3.0,8.0,0.2,0.07,
16546,1219788,276.0,13.0,0.05,1.2,8.49,310.0,2130.0,1.9,115.0,31.1,0.04,0.05,1200.0,36.0,694.0,2.0,5.9,11.1,1.2,
16547,1219789,312.0,28.0,0.007,0.01,8.76,323.0,863.0,4.0,12.0,17.3,0.008,0.01,349.0,4.2,304.0,0.9,0.4,0.39,0.01,
16548,1219790,893.0,6.0,0.005,0.01,7.84,1090.0,1330.0,0.1,97.0,2.0,0.028,0.01,276.0,30.7,474.0,1.5,5.1,0.43,0.01,
16549,1219791,514.0,6.0,0.005,0.02,8.02,627.0,626.0,0.38,105.0,3.5,0.029,0.02,64.5,32.0,210.0,1.6,6.1,0.3,0.02,
16550,1219792,439.0,91.0,0.012,0.26,9.37,350.0,534.0,0.13,9.0,1.1,0.006,0.03,50.3,2.3,215.0,1.2,0.9,1.71,0.27,
16551,1219793,837.0,6.0,0.005,0.01,8.25,1020.0,1280.0,0.2,25.0,1.3,0.006,0.01,278.0,8.4,486.0,1.0,0.9,0.1,0.01,
16552,1219794,270.0,6.0,0.02,3.3,8.25,329.0,2220.0,0.77,90.0,3.4,0.05,0.05,1290.0,32.0,732.0,2.0,3.0,0.1,3.3,
16553,1219795,611.0,30.0,0.005,0.01,8.49,683.0,1110.0,1.08,11.0,286.0,0.007,0.01,0.9,4.0,448.0,1.0,0.4,0.05,0.01,
16554,1219796,329.0,6.0,0.005,0.01,8.15,401.0,822.0,0.24,170.0,6.5,0.108,0.01,326.0,40.4,233.0,2.2,16.7,1.01,0.01,
16555,1219797,301.0,6.0,0.005,0.01,8.33,367.0,667.0,0.64,74.0,20.8,0.047,0.01,218.0,18.5,220.0,1.4,6.7,0.83,0.01,
16556,1219798,353.0,49.0,0.005,0.01,9.02,331.0,441.0,5.48,4.0,34.8,0.005,0.03,5.9,1.6,187.0,0.4,0.2,0.42,0.01,
16557,1219799,610.0,6.0,0.02,0.05,8.14,744.0,2000.0,0.3,80.0,11.9,0.086,0.05,881.0,24.0,715.0,2.0,4.0,0.81,0.07,
16558,1219800,338.0,6.0,0.005,0.01,8.29,413.0,779.0,0.75,31.0,24.0,0.032,0.01,259.0,10.0,280.0,1.2,1.5,0.25,0.01,
16559,1219801,338.0,6.0,0.005,0.01,8.3,412.0,805.0,0.63,33.0,16.1,0.035,0.01,286.0,10.7,287.0,1.2,1.5,0.05,0.01,
16560,1219802,389.0,6.0,0.02,0.07,8.17,475.0,2330.0,0.4,130.0,9.9,0.3,0.05,1270.0,41.0,768.0,3.0,7.4,1.1,0.07,
16561,1219803,626.0,6.0,0.02,0.05,8.16,763.0,2040.0,0.6,56.0,7.8,0.076,0.05,914.0,20.0,722.0,2.0,2.0,0.1,0.07,
16562,1219804,377.0,6.0,0.005,0.01,7.78,460.0,464.0,0.11,331.0,2.3,0.105,0.01,78.0,71.5,46.2,2.2,37.1,0.76,0.01,
16563,1219805,316.0,11.0,0.005,0.01,8.44,363.0,837.0,1.33,14.0,24.8,0.028,0.01,318.0,4.7,299.0,0.7,0.7,0.16,0.01,
16564,1219806,548.0,38.0,0.005,0.01,8.56,592.0,1010.0,1.15,12.0,1.8,0.008,0.02,295.0,4.2,375.0,0.8,0.4,0.05,0.01,
16565,1219807,431.0,6.0,0.005,0.01,8.25,525.0,638.0,0.48,40.0,2.4,0.034,0.01,127.0,10.2,235.0,1.5,3.5,0.05,0.01,
16566,1219808,578.0,39.0,0.005,0.01,8.57,626.0,650.0,1.84,7.6,19.8,0.006,0.02,9.9,2.7,270.0,0.7,0.2,0.05,0.01,
16567,1219809,587.0,49.0,0.005,0.01,8.67,616.0,658.0,2.01,6.4,20.3,0.008,0.02,9.1,2.6,273.0,0.7,0.2,0.05,0.01,
16568,1219810,575.0,47.0,0.005,0.01,8.65,606.0,644.0,2.03,6.1,21.3,0.008,0.03,6.3,2.4,268.0,0.7,0.2,0.05,0.01,
16569,1219811,657.0,6.0,0.005,0.01,7.67,801.0,1580.0,0.05,677.0,1.8,0.342,0.01,660.0,160.0,293.0,4.1,67.6,3.0,0.01,
16570,1219812,381.0,6.0,0.005,0.01,8.36,452.0,1380.0,0.66,27.0,11.7,0.022,0.01,654.0,10.0,477.0,0.8,0.6,0.05,0.01,
16571,1219813,384.0,6.0,0.005,0.01,8.37,468.0,1280.0,0.51,25.0,12.8,0.023,0.01,592.0,9.1,439.0,0.7,0.6,0.06,0.01,
16572,1219814,494.0,6.0,0.032,4.47,7.94,602.0,1050.0,0.05,728.0,10.8,0.015,0.01,419.0,124.0,92.1,4.1,102.0,0.22,4.51,
16573,1219815,964.0,52.0,0.005,0.01,8.51,1070.0,1010.0,1.52,11.0,3.2,0.005,0.02,4.8,3.8,414.0,1.2,0.3,0.28,0.01,
16574,1219816,570.0,42.0,0.005,0.01,8.61,610.0,901.0,1.34,10.0,3.7,0.009,0.08,208.0,3.5,343.0,0.8,0.3,0.46,0.01,
16575,1219817,414.0,6.0,0.005,0.68,8.03,505.0,599.0,0.21,118.0,20.5,0.006,0.01,99.9,31.0,187.0,1.8,10.0,0.06,0.68,
16577,1219819,590.0,6.0,0.005,0.01,7.63,719.0,1370.0,0.07,384.0,15.1,0.59,0.01,535.0,91.1,332.0,5.3,38.1,0.05,0.01,
16578,1219820,512.0,6.0,0.02,0.05,7.64,624.0,1710.0,0.3,410.0,28.1,0.787,0.05,783.0,109.0,448.0,6.3,33.0,0.52,0.07,
16579,1219821,527.0,6.0,0.005,0.01,7.57,642.0,1170.0,0.07,325.0,14.2,0.649,0.01,424.0,80.3,297.0,4.5,30.2,0.05,0.01,
16580,1219822,523.0,6.0,0.02,0.05,7.59,638.0,2950.0,0.3,976.0,145.0,1.48,0.05,1530.0,252.0,614.0,8.6,84.4,0.71,0.07,
16581,1219823,451.0,6.0,0.005,0.15,8.09,550.0,783.0,0.14,52.0,35.4,0.005,0.01,177.0,16.1,280.0,1.1,2.8,1.16,0.15,
16582,1219824,220.0,29.0,0.011,0.01,8.85,209.0,791.0,3.43,11.0,11.1,0.009,0.01,366.0,4.1,277.0,0.5,0.2,0.27,0.01,
16583,1219825,613.0,6.0,0.005,0.01,7.68,747.0,1260.0,0.22,344.0,13.8,0.491,0.01,438.0,69.2,323.0,5.2,41.6,0.41,0.01,
16584,1219826,434.0,28.0,0.005,0.01,8.81,472.0,535.0,4.48,6.7,25.3,0.007,0.02,23.0,2.7,224.0,0.5,0.2,0.05,0.01,
16585,1219827,468.0,6.0,0.005,0.01,8.14,570.0,1090.0,0.75,64.0,14.2,0.074,0.01,388.0,18.2,378.0,1.0,4.4,0.05,0.01,
16586,1219828,307.0,26.0,0.005,0.01,8.83,321.0,536.0,2.78,3.8,15.2,0.005,0.02,127.0,1.5,207.0,0.4,0.2,0.9,0.01,
16587,1219829,319.0,6.0,0.005,9.02,7.75,389.0,727.0,0.17,520.0,23.6,0.012,0.01,275.0,85.9,72.2,5.2,74.1,0.05,9.02,
16588,1219830,322.0,6.0,0.005,13.6,7.67,392.0,618.0,0.17,493.0,27.6,0.005,0.01,187.0,79.7,54.7,4.7,71.5,0.05,13.6,
16589,1219831,474.0,28.0,0.005,0.01,8.49,520.0,719.0,2.79,10.0,130.0,0.007,0.03,3.0,3.5,297.0,0.6,0.3,0.19,0.01,
16590,1219832,299.0,37.0,0.005,0.01,8.93,288.0,771.0,3.41,8.6,1.1,0.012,0.01,318.0,3.4,270.0,0.4,0.2,0.05,0.01,
16591,1219833,139.0,8.0,0.005,0.01,8.49,154.0,1490.0,0.86,35.1,21.5,0.011,0.06,896.0,12.3,473.0,1.1,1.1,0.66,0.01,
16592,1219834,458.0,6.0,0.01,0.01,7.75,558.0,847.0,0.09,494.0,113.0,0.112,0.03,172.0,61.1,141.0,2.0,82.9,0.92,0.005,
16593,1219835,353.0,49.0,0.005,0.01,8.89,331.0,604.0,2.39,5.5,1.1,0.005,0.01,160.0,2.2,228.0,0.5,0.2,0.05,0.01,
16594,1219836,431.0,6.0,0.005,0.01,7.79,526.0,1090.0,0.18,442.0,19.2,0.009,0.01,453.0,88.9,212.0,3.0,53.3,0.05,0.01,
16595,1219837,299.0,6.0,0.005,3.28,7.63,365.0,951.0,0.07,408.0,11.8,0.005,0.01,447.0,65.5,186.0,1.9,59.4,0.06,3.28,
16596,1219838,744.0,6.0,0.02,1.9,8.08,907.0,1650.0,0.3,77.4,7.5,0.035,0.01,570.0,27.2,592.0,1.3,2.3,0.64,1.9,
16597,1219839,667.0,30.0,0.005,0.01,8.45,752.0,1010.0,0.6,19.0,5.4,0.013,0.04,207.0,6.9,388.0,0.9,0.5,0.06,0.01,
16598,1219840,392.0,6.0,0.005,0.01,7.83,478.0,924.0,0.05,416.0,10.6,0.15,0.01,375.0,82.2,166.0,3.6,51.2,0.96,0.01,
16599,1219841,359.0,51.0,0.005,0.01,8.98,334.0,652.0,3.03,6.7,13.9,0.006,0.01,168.0,2.7,251.0,0.4,0.2,0.05,0.01,
16600,1219842,386.0,6.0,0.005,0.01,8.07,471.0,1230.0,0.1,205.0,3.4,0.259,0.01,569.0,51.9,351.0,1.3,18.4,0.14,0.01,
16601,1219843,375.0,6.0,0.005,0.01,8.22,457.0,1050.0,0.14,137.0,3.7,0.106,0.01,463.0,32.4,313.0,1.1,13.6,0.16,0.01,
16602,1219844,274.0,38.0,0.005,0.01,8.99,257.0,438.0,3.19,6.0,86.5,0.007,0.03,3.7,1.8,181.0,0.6,0.3,0.09,0.01,
16603,1219845,368.0,6.0,0.005,0.01,7.9,449.0,487.0,0.23,169.0,2.8,0.164,0.01,79.8,30.2,129.0,1.3,22.6,0.05,0.01,
16604,1219846,344.0,6.0,0.005,0.01,7.88,420.0,551.0,0.16,366.0,41.8,0.036,0.01,117.0,48.9,75.5,2.3,59.3,0.27,0.01,
16605,1219847,441.0,6.0,0.005,0.05,7.87,538.0,811.0,0.22,458.0,56.3,0.106,0.01,223.0,45.3,134.0,3.8,83.6,0.14,0.05,
16606,1219848,342.0,47.0,0.005,0.01,8.91,322.0,596.0,3.6,5.9,8.2,0.006,0.01,154.0,2.4,226.0,0.5,0.2,0.33,0.01,
16607,1219849,444.0,10.0,0.005,0.01,8.42,521.0,806.0,1.23,14.0,41.5,0.01,0.02,192.0,4.5,300.0,0.7,0.8,0.47,0.01,
16608,1219850,655.0,7.0,0.005,0.01,8.35,785.0,982.0,0.99,19.0,10.1,0.006,0.01,200.0,6.2,370.0,1.3,0.7,1.0,0.01,
16609,1219851,471.0,6.0,0.005,0.01,7.62,574.0,626.0,0.2,433.0,0.5,0.043,0.01,121.0,103.0,71.2,5.5,43.0,1.91,0.01,
16610,1219852,635.0,6.0,0.005,0.01,8.35,761.0,943.0,0.91,15.0,5.6,0.007,0.04,180.0,5.5,370.0,0.8,0.5,0.07,0.01,
16611,1219853,629.0,6.0,0.005,0.01,7.96,766.0,1050.0,0.38,112.0,5.5,0.081,0.01,262.0,35.8,359.0,1.2,5.4,0.49,0.01,
16612,1219854,639.0,14.0,0.005,0.01,8.43,749.0,1030.0,0.45,18.0,5.0,0.009,0.01,252.0,6.3,380.0,0.8,0.5,0.21,0.01,
16613,1219855,408.0,6.0,0.005,0.01,7.45,498.0,1340.0,0.12,495.0,2.8,0.143,0.01,645.0,124.0,273.0,5.2,44.8,1.9,0.01,
16614,1219856,573.0,6.0,0.006,0.08,8.32,699.0,801.0,0.85,28.0,2.5,0.024,0.01,136.0,9.0,306.0,1.2,1.3,0.12,0.08,
16615,1219857,674.0,6.0,0.005,0.01,8.21,821.0,1140.0,0.48,39.4,7.0,0.023,0.01,296.0,12.8,416.0,1.4,1.8,0.17,0.01,
16616,1219858,412.0,6.0,0.005,0.01,8.01,502.0,1600.0,0.54,200.0,46.9,0.122,0.01,762.0,45.1,477.0,2.6,21.2,4.91,0.01,
16617,1219859,485.0,6.0,0.005,0.01,8.19,591.0,1140.0,1.43,64.0,4.7,0.032,0.01,427.0,17.8,389.0,2.0,4.9,0.74,0.01,
16618,1219860,268.0,49.0,0.005,0.01,9.13,228.0,440.0,5.63,4.3,95.0,0.005,0.01,1.0,1.7,181.0,0.4,0.2,0.24,0.01,
16619,1219861,280.0,51.0,0.005,0.01,9.13,237.0,445.0,5.61,4.1,84.6,0.005,0.01,5.6,1.6,185.0,0.4,0.2,0.87,0.01,
16620,1219862,209.0,9.0,0.005,0.01,8.49,236.0,1470.0,0.74,33.3,15.7,0.01,0.01,836.0,10.9,480.0,1.0,1.5,0.08,0.01,
16621,1219863,434.0,6.0,0.027,1.83,7.84,529.0,881.0,0.13,487.0,169.0,0.043,0.01,144.0,63.4,162.0,3.0,79.8,0.09,1.86,
16622,1219864,314.0,17.0,0.005,0.01,8.56,348.0,899.0,1.63,13.0,31.1,0.007,0.01,358.0,4.8,315.0,0.6,0.3,0.05,0.01,
16623,1219865,311.0,28.0,0.005,0.01,8.69,322.0,728.0,1.83,20.0,34.5,0.008,0.01,233.0,7.7,265.0,0.5,0.3,0.05,0.01,
16624,1219866,438.0,6.0,0.005,0.01,7.91,534.0,1520.0,0.2,197.0,19.3,0.222,0.01,727.0,41.3,445.0,2.3,22.7,0.1,0.01,
16625,1219867,610.0,6.0,0.005,0.01,7.85,744.0,1100.0,0.06,104.0,1.5,0.053,0.01,329.0,33.4,360.0,1.4,5.1,0.31,0.01,
16626,1219868,602.0,11.0,0.005,0.01,8.42,711.0,1010.0,0.73,17.0,3.2,0.01,0.01,255.0,5.8,383.0,0.7,0.5,0.27,0.01,
16627,1219869,629.0,6.0,0.005,0.01,7.95,767.0,1270.0,0.21,106.0,4.8,0.096,0.1,423.0,34.0,420.0,1.8,5.2,0.3,0.01,
16628,1219870,209.0,9.0,0.005,0.01,8.49,236.0,1470.0,0.74,33.3,15.7,0.01,0.01,836.0,10.9,480.0,1.0,1.5,0.08,0.01,
16629,1219871,590.0,36.0,0.005,0.01,8.54,645.0,714.0,1.39,14.0,6.2,0.006,0.01,64.5,4.6,284.0,0.7,0.6,0.39,0.01,
16630,1219872,388.0,6.0,0.005,0.01,8.2,473.0,798.0,0.41,105.0,6.5,0.026,0.01,264.0,22.8,260.0,0.9,11.5,0.18,0.01,
16631,1219873,474.0,6.0,0.005,0.01,8.17,578.0,805.0,0.53,53.0,6.9,0.012,0.01,201.0,12.1,293.0,1.7,5.7,0.4,0.01,
16632,1219874,454.0,6.0,0.02,0.2,7.74,554.0,1410.0,0.86,314.0,14.5,0.322,0.01,632.0,74.1,385.0,4.1,31.3,0.05,0.2,
16633,1219875,472.0,6.0,0.03,0.05,8.12,575.0,1780.0,0.51,290.0,5.5,0.12,0.05,874.0,70.1,519.0,4.0,28.0,0.65,0.03,
16634,1219876,517.0,6.0,0.02,0.05,8.02,630.0,1500.0,0.73,170.0,6.7,0.057,0.05,639.0,42.0,486.0,3.0,15.0,0.79,0.07,
16635,1219877,488.0,6.0,0.02,0.05,7.87,595.0,2020.0,0.4,370.0,4.8,0.25,0.05,1020.0,87.1,575.0,5.0,37.0,0.21,0.07,
16636,1219878,489.0,6.0,0.005,2.11,8.08,596.0,872.0,0.22,198.0,54.9,0.011,0.01,196.0,47.9,257.0,3.4,19.1,0.05,2.11,
16637,1219879,853.0,11.0,0.005,0.01,8.4,1020.0,1140.0,0.57,14.0,2.8,0.006,0.02,161.0,5.0,457.0,0.9,0.4,0.19,0.01,
16638,1219880,513.0,6.0,0.005,0.01,7.85,626.0,1470.0,0.36,250.0,14.8,0.239,0.01,622.0,63.1,431.0,4.1,22.4,0.47,0.01,
16639,1219881,492.0,6.0,0.02,0.05,7.97,600.0,2000.0,0.4,410.0,4.5,0.18,0.05,1010.0,96.7,552.0,5.3,41.0,0.57,0.07,
16640,1219882,393.0,6.0,0.005,0.01,7.98,479.0,613.0,0.22,205.0,2.7,0.227,0.01,142.0,54.3,159.0,2.1,16.9,0.55,0.01,
16641,1219883,392.0,43.0,0.01,0.01,8.66,391.0,855.0,1.68,12.0,2.5,0.015,0.03,298.0,4.1,314.0,0.7,0.3,0.07,0.02,
16642,1219884,248.0,25.0,0.005,0.01,8.97,251.0,679.0,3.09,7.5,8.5,0.005,0.01,270.0,3.0,249.0,0.4,0.2,0.95,0.01,
16643,1219885,309.0,15.0,0.005,0.03,8.69,345.0,866.0,1.6,12.0,5.4,0.007,0.01,360.0,4.1,311.0,0.6,0.4,0.05,0.03,
16644,1219886,325.0,6.0,0.005,0.01,8.16,396.0,500.0,0.18,85.0,9.8,0.009,0.01,105.0,19.2,162.0,1.1,8.9,0.08,0.01,
16645,1219887,255.0,53.0,0.005,0.01,9.03,202.0,553.0,4.53,4.8,10.6,0.005,0.01,180.0,1.9,207.0,0.5,0.2,0.05,0.01,
16646,1219888,321.0,6.0,0.005,4.94,7.76,392.0,508.0,0.11,378.0,38.6,0.005,0.01,103.0,58.0,56.7,2.9,56.5,0.05,4.94,
16647,1219889,311.0,6.0,0.005,10.1,7.74,379.0,582.0,0.2,470.0,10.9,0.005,0.01,192.0,74.1,45.2,3.9,69.2,0.05,10.1,
16648,1219890,321.0,12.0,0.009,0.01,8.6,366.0,878.0,0.96,12.0,6.9,0.011,0.01,359.0,4.4,314.0,0.5,0.3,0.13,0.02,
16649,1219891,396.0,6.0,0.005,0.01,8.17,483.0,608.0,0.34,91.1,3.0,0.087,0.01,137.0,12.5,202.0,1.2,14.5,0.05,0.01,
16650,1219892,367.0,33.0,0.005,0.01,8.64,381.0,838.0,1.72,13.0,5.0,0.017,0.01,306.0,4.7,302.0,0.8,0.2,0.05,0.01,
16651,1219893,366.0,20.0,0.005,0.01,8.67,406.0,752.0,0.84,9.6,3.2,0.011,0.02,249.0,3.5,277.0,0.5,0.2,0.05,0.01,
