geometry,WELL_ID,WELL_TEST_ID,LATTITUDE,LONGITUDE,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
POINT (-113.236702 52.442311),14569,14569,52.442311,-113.236702,1217830,750.0,18.0,0.2,0.1,8.4,878.0,913.0,0.57,6.7,9.54,0.004,0.171,54.0,2.7,343.0,1.0,1.0,0.515,0.8,91.8
POINT (-113.243041 52.462513),11602,5765,52.462513,-113.243041,1205913,629.0,26.7,0.05,0.05,8.64,713.0,826.0,1.17,10.0,1.28,0.0057,0.03,123.0,3.56,318.0,0.83,0.26,0.441,0.071,90.0
POINT (-113.242315 52.462131),11705,12124,52.462131,-113.242315,1205933,491.0,5.0,0.05,2.49,8.06,599.0,614.0,0.11,495.0,6.07,0.005,0.03,96.1,103.0,43.1,2.36,57.7,0.278,2.49,100.0
POINT (-113.220957 52.467344),540,2164,52.467344,-113.220957,1155899,451.0,6.0,0.005,0.58,7.62,550.0,514.0,0.07,476.0,1.4,0.005,0.01,56.0,99.5,28.8,2.3,55.4,0.1,0.58,106.0
POINT (-113.220146 52.467135),10332,9502,52.467135,-113.220146,1206557,442.0,5.0,0.05,0.423,7.88,539.0,493.0,0.1,450.0,0.48,0.005,0.03,52.9,96.7,22.3,2.81,50.7,0.03,0.423,101.0
POINT (-113.221923 52.441915),14567,14567,52.441915,-113.221923,1217828,680.0,10.0,0.2,0.1,8.2,830.0,975.0,0.5,7.2,1.72,0.008,0.122,143.0,2.9,375.0,1.0,1.0,0.157,0.4,99.0
POINT (-113.220912 52.441116),14603,14603,52.441116,-113.220912,1217864,470.0,10.0,0.2,0.1,8.2,573.0,1020.0,0.5,6.4,2.56,0.007,0.033,154.0,2.6,362.0,1.0,1.0,0.057,0.4,125.0
POINT (-113.210349 52.464903),216,2739,52.464903,-113.210349,1156127,385.0,6.0,0.005,0.53,8.18,470.0,396.0,0.13,333.0,0.8,0.048,0.01,27.0,66.8,28.0,1.9,40.3,0.1,0.53,95.0
POINT (-113.21043 52.464808),17022,17022,52.464808,-113.21043,1220264,724.0,6.0,0.005,2.99,7.55,521.0,480.0,0.19,425.0,14.6,0.022,0.01,44.3,87.1,25.3,1.8,50.4,0.05,2.99,96.0
POINT (-113.209717 52.464399),17021,17021,52.464399,-113.209717,1220263,405.0,6.0,0.005,1.9,7.46,494.0,520.0,0.13,478.0,44.4,0.005,0.01,55.8,95.5,21.2,1.6,58.1,0.05,1.9,99.0
POINT (-113.208215 52.464679),17020,17020,52.464679,-113.208215,1220262,413.0,6.0,0.005,3.76,7.55,503.0,491.0,0.15,435.0,19.4,0.005,0.01,94.4,89.7,31.1,1.9,51.3,0.05,3.76,100.0
POINT (-113.209133 52.463838),8408,1171,52.463838,-113.209133,1156125,406.0,6.0,0.005,1.25,8.05,495.0,445.0,0.13,409.0,10.2,0.005,0.01,39.1,77.0,20.7,1.6,52.6,0.1,1.25,98.0
POINT (-113.192583 52.4434),8017,8492,52.4434,-113.192583,1200155,670.0,21.0,0.009,0.017,8.4,649.0,2020.0,0.01,83.0,12.5,0.035,0.032,834.0,28.6,642.0,2.5,2.9,0.478,0.017,102.0
POINT (-113.213661 52.408604),258,3005,52.408604,-113.213661,1156741,704.0,6.0,0.005,0.02,8.16,858.0,862.0,0.37,86.0,6.2,0.054,0.55,84.1,27.9,315.0,2.1,3.8,2.9,0.02,97.0
POINT (-113.20346 52.405425),257,12236,52.405425,-113.20346,1156765,730.0,21.0,0.005,0.01,8.55,847.0,851.0,1.04,9.0,53.9,0.006,0.06,0.9,3.1,354.0,1.0,0.3,0.3,0.02,97.0
POINT (-113.194976 52.404959),2807,1125,52.404959,-113.194976,1156761,679.0,20.0,0.005,0.01,8.53,787.0,768.0,0.8,21.0,11.6,0.039,0.07,23.0,6.8,317.0,1.0,1.0,0.2,0.02,99.0
POINT (-113.195059 52.405725),527,1124,52.405725,-113.195059,1156757,583.0,8.0,0.005,0.01,8.36,694.0,752.0,0.39,16.0,4.3,0.019,0.13,83.7,5.4,307.0,1.3,0.6,0.4,0.02,101.0
POINT (-113.195743 52.406692),7369,4758,52.406692,-113.195743,1216739,672.0,18.0,0.005,0.01,8.51,784.0,803.0,0.91,10.0,18.5,0.006,0.03,39.7,4.0,335.0,1.0,0.4,0.1,0.02,100.0
POINT (-113.194326 52.407525),528,1857,52.407525,-113.194326,1156759,661.0,20.0,0.005,0.01,8.52,765.0,782.0,0.61,18.0,6.8,0.157,0.03,53.3,6.2,317.0,1.3,0.6,0.1,0.02,98.0
POINT (-113.193349 52.407466),8112,6039,52.407466,-113.193349,1216312,649.0,29.0,0.009,0.017,8.5,621.0,865.0,0.55,20.1,6.44,0.158,0.028,87.5,6.9,336.0,1.5,0.7,0.176,0.017,114.0
POINT (-113.1912 52.414366),5925,4760,52.414366,-113.1912,1217342,741.0,67.0,0.009,0.017,8.7,675.0,870.0,1.25,8.81,14.9,0.003,0.008,22.5,3.2,345.0,0.9,0.2,0.417,0.017,107.0
POINT (-113.184372 52.405064),9256,12311,52.405064,-113.184372,1216313,553.0,5.0,0.012,0.017,8.2,553.0,810.0,0.43,96.9,1.73,0.699,0.038,136.0,22.3,260.0,3.4,10.0,0.254,0.017,111.0
POINT (-113.18102 52.397419),10800,9489,52.397419,-113.18102,1205093,606.0,14.0,0.015,0.113,8.4,712.0,902.0,0.3,17.0,2.0,0.008,0.1,180.0,5.6,348.0,1.5,0.8,0.2,0.113,97.2
POINT (-113.17294 52.39904),10269,12095,52.39904,-113.17294,1204921,721.0,37.0,0.015,0.113,8.6,805.0,1030.0,0.58,13.0,2.0,0.005,0.1,174.0,4.2,416.0,1.4,0.7,0.1,0.113,101.0
POINT (-113.17072 52.39794),7379,8023,52.39794,-113.17072,1217328,736.0,55.0,0.009,0.017,8.6,681.0,995.0,0.88,11.0,2.76,0.003,0.035,115.0,3.9,372.0,1.0,0.3,0.066,0.017,1.06
POINT (-113.16984 52.397369),5421,6465,52.397369,-113.16984,1217330,540.0,13.0,0.009,0.017,8.4,527.0,770.0,0.24,191.0,1.91,0.426,0.011,153.0,49.4,237.0,3.2,16.4,5.9,0.017,115.0
POINT (-113.170019 52.398389),7499,9860,52.398389,-113.170019,1216329,574.0,5.0,0.017,0.009,8.2,574.0,895.0,0.17,94.1,2.1,0.03,0.021,169.0,28.1,283.0,2.8,5.8,0.131,0.017,110.0
POINT (-113.155894 52.408645),14845,14845,52.408645,-113.155894,1218103,600.0,42.0,0.2,0.1,8.8,530.0,928.0,1.62,6.6,136.0,0.05,0.2,0.5,2.4,323.0,1.0,1.0,0.22,0.4,89.6
POINT (-113.164599 52.398499),7497,6736,52.398499,-113.164599,1216390,347.0,5.0,0.009,0.017,8.0,347.0,875.0,0.14,429.0,255.0,0.234,0.006,88.5,121.0,146.0,4.2,30.7,1.96,0.017,1.02
POINT (-113.157489 52.399979),9684,4631,52.399979,-113.157489,1216391,643.0,58.0,0.009,0.017,8.7,585.0,800.0,2.48,7.07,43.7,0.002,0.016,1.43,2.5,310.0,0.7,0.2,0.058,0.017,106.0
POINT (-113.151228 52.412785),14842,14842,52.412785,-113.151228,1218100,640.0,24.0,0.2,0.1,8.6,600.0,843.0,1.13,6.6,23.2,0.05,0.1,79.4,1.8,283.0,1.0,1.0,0.1,0.4,82.2
POINT (-113.149208 52.412966),14841,14841,52.412966,-113.149208,1218099,730.0,12.0,0.2,0.1,8.7,710.0,884.0,0.64,7.0,16.0,0.05,0.1,89.4,2.8,300.0,1.0,1.0,0.1,0.4,78.0
POINT (-113.134768 52.412373),14838,14838,52.412373,-113.134768,1218096,720.0,24.0,0.2,0.1,8.6,680.0,1030.0,0.55,11.3,16.0,0.05,0.1,195.0,4.5,410.0,1.0,1.0,0.1,0.4,95.5
POINT (-113.139544 52.467043),47,2109,52.467043,-113.139544,1156961,888.0,19.0,0.005,0.01,8.43,1040.0,1280.0,0.59,19.0,2.1,0.009,0.04,251.0,6.7,486.0,1.0,0.6,0.1,0.02,94.0
POINT (-113.146888 52.455138),9178,12628,52.455138,-113.146888,1200147,797.0,63.0,0.009,0.017,8.6,733.0,1750.0,0.57,38.0,28.0,0.012,0.008,475.0,13.0,624.0,1.7,1.3,0.246,0.017,113.0
POINT (-113.147694 52.453611),4764,2408,52.453611,-113.147694,1156657,504.0,6.0,0.36,1.17,8.17,615.0,2050.0,0.2,90.0,6.6,0.07,0.1,1020.0,29.0,679.0,4.0,4.0,1.0,1.53,99.0
POINT (-113.152472 52.462306),15956,15956,52.462306,-113.152472,1219200,803.0,68.0,0.009,0.017,8.6,735.0,1360.0,0.82,16.0,3.31,0.004,0.017,270.0,5.9,440.0,1.2,0.4,0.035,0.017,97.1
POINT (-113.155333 52.467975),14864,14864,52.467975,-113.155333,1218122,803.0,10.0,0.2,0.1,8.3,803.0,1500.0,0.5,14.7,49.7,0.05,0.1,418.0,5.9,536.0,1.0,1.0,0.1,0.4,90.4
POINT (-113.16328 52.444513),14505,14505,52.444513,-113.16328,1217767,440.0,10.0,0.2,0.1,8.3,525.0,1120.0,4.66,5.3,104.0,0.003,0.002,56.2,2.1,334.0,1.0,1.0,0.028,0.4,114.0
POINT (-113.165001 52.445687),14527,14527,52.445687,-113.165001,1217789,440.0,24.0,0.2,0.1,8.4,488.0,912.0,3.7,5.4,99.7,0.003,0.002,2.21,2.1,330.0,1.0,1.0,0.042,0.4,124.0
POINT (-113.172888 52.447527),5021,6723,52.447527,-113.172888,1216328,709.0,6.0,0.005,0.01,8.23,864.0,934.0,0.26,32.8,2.3,0.281,0.03,145.0,11.0,347.0,1.5,1.3,0.1,0.02,92.0
POINT (-113.172222 52.455194),4121,9850,52.455194,-113.172222,1216330,810.0,6.0,0.005,0.01,8.22,987.0,1100.0,0.52,37.2,2.4,0.036,0.28,192.0,12.2,408.0,1.6,1.6,0.4,0.02,92.0
POINT (-113.172694 52.453944),4122,4292,52.453944,-113.172694,1216331,604.0,6.0,0.008,0.01,7.87,736.0,866.0,0.22,198.0,9.4,0.364,0.59,171.0,56.4,251.0,2.3,13.8,0.7,0.02,94.0
POINT (-113.171278 52.459278),15919,15919,52.459278,-113.171278,1219163,588.0,5.0,0.009,0.017,8.2,588.0,838.0,0.19,87.0,5.39,0.045,0.018,150.0,26.5,296.0,1.9,5.1,0.114,0.017,98.8
POINT (-113.172263 52.460183),17013,17013,52.460183,-113.172263,1220255,999.0,6.0,0.005,0.01,8.28,1220.0,1050.0,0.75,14.0,11.1,0.006,0.01,0.9,5.1,436.0,1.0,0.3,0.53,0.01,95.0
POINT (-113.17225 52.460167),15921,15921,52.460167,-113.17225,1219165,999.0,72.0,0.009,0.017,8.6,927.0,1180.0,0.8,14.0,13.1,0.014,0.009,2.89,5.0,427.0,1.4,0.4,1.27,0.017,105.0
POINT (-113.171833 52.45925),15933,15933,52.45925,-113.171833,1219177,725.0,26.0,0.009,0.017,8.4,699.0,1180.0,0.17,112.0,4.21,0.092,0.038,216.0,35.3,367.0,2.3,5.8,0.261,0.017,108.0
POINT (-113.174194 52.460055),5634,9627,52.460055,-113.174194,1199303,835.0,81.0,0.009,0.017,8.7,753.0,1060.0,1.24,13.0,81.6,0.006,0.04,0.13,4.6,445.0,0.8,0.4,1.16,0.017,113.0
POINT (-113.172536 52.46034),17014,17014,52.46034,-113.172536,1220256,730.0,6.0,0.005,0.01,7.79,890.0,1130.0,0.24,121.0,2.6,0.093,0.01,251.0,37.9,394.0,2.3,6.5,0.15,0.01,99.0
POINT (-113.18459 52.479582),4507,2580,52.479582,-113.18459,1156033,423.0,6.0,0.014,1.69,8.11,516.0,434.0,0.14,414.0,0.8,0.005,0.01,22.0,79.1,23.2,1.8,52.6,0.1,1.7,103.0
POINT (-113.174816 52.478813),11894,10085,52.478813,-113.174816,1213177,532.0,19.6,0.05,0.05,8.59,609.0,899.0,2.08,9.6,204.0,0.005,0.03,13.2,3.32,356.0,0.85,0.33,1.79,0.071,93.6
POINT (-113.170328 52.479948),12420,10688,52.479948,-113.170328,1212073,509.0,22.2,0.05,0.05,8.67,576.0,783.0,2.15,7.6,161.0,0.005,0.03,0.5,2.63,311.0,0.65,0.24,0.051,0.071,92.3
POINT (-113.168885 52.479497),12783,11770,52.479497,-113.168885,1212677,536.0,24.0,0.05,0.05,8.68,605.0,747.0,2.49,7.2,124.0,0.0052,0.03,5.0,2.54,296.0,0.61,0.22,0.048,0.071,90.9
POINT (-113.159739 52.495229),4132,6037,52.495229,-113.159739,1217301,693.0,17.0,0.005,0.01,8.5,811.0,892.0,0.74,9.0,20.2,0.006,0.17,97.3,3.2,355.0,0.8,0.3,0.5,0.01,95.0
POINT (-113.159746 52.495266),14478,14478,52.495266,-113.159746,1217740,590.0,12.0,0.5,0.5,8.4,695.0,956.0,1.37,4.1,59.5,0.01,0.052,86.3,1.1,308.0,1.1,1.0,0.058,0.3,88.4
POINT (-113.175453 52.49856),3042,7335,52.49856,-113.175453,1156919,697.0,29.0,0.005,0.39,8.65,790.0,859.0,0.05,9.0,6.2,0.005,0.03,78.7,3.3,351.0,0.7,0.3,0.1,0.39,98.0
POINT (-113.17373 52.491449),12790,11771,52.491449,-113.17373,1212705,753.0,15.6,0.05,0.05,8.45,887.0,1100.0,0.61,15.3,2.85,0.005,0.03,215.0,5.39,418.0,1.03,0.44,0.052,0.071,94.2
POINT (-113.173866 52.491699),8618,6304,52.491699,-113.173866,1157003,758.0,26.0,0.005,0.01,8.52,870.0,1120.0,0.7,16.0,0.7,0.006,0.05,216.0,5.6,439.0,1.2,0.5,0.1,0.02,99.0
POINT (-113.173776 52.49178),15568,15568,52.49178,-113.173776,1218819,802.0,38.5,0.05,0.1,8.74,900.0,1160.0,0.52,15.2,2.8,0.005,0.03,217.0,5.35,449.0,1.16,0.45,0.155,0.11,96.2
POINT (-113.169818 52.50981),9779,11654,52.50981,-113.169818,1209105,826.0,10.5,0.05,0.05,8.39,987.0,982.0,0.72,12.3,13.8,0.0066,0.04,73.8,4.25,393.0,0.83,0.4,0.195,0.071,93.9
POINT (-113.177809 52.532093),526,1712,52.532093,-113.177809,1156527,650.0,20.0,0.005,0.02,8.53,752.0,820.0,0.2,10.0,2.8,0.011,0.32,102.0,3.6,319.0,1.2,0.4,0.4,0.02,93.0
POINT (-113.179745 52.538545),7762,10962,52.538545,-113.179745,1193015,775.0,22.0,0.05,0.05,8.53,902.0,1030.0,0.5,12.0,2.5,0.005,0.03,143.0,3.88,409.0,0.77,0.59,0.3,0.07,97.1
POINT (-113.179899 52.538992),9687,5699,52.538992,-113.179899,1193003,790.0,28.0,0.05,0.05,8.63,907.0,1040.0,0.5,10.0,2.5,0.005,0.03,153.0,3.34,404.0,0.71,0.52,0.03,0.07,93.3
POINT (-113.176522 52.530044),5873,9186,52.530044,-113.176522,1193007,654.0,26.0,0.05,0.05,8.66,745.0,831.0,0.3,11.0,3.4,0.0102,0.256,97.0,3.81,333.0,0.77,0.44,0.338,0.07,96.9
POINT (-113.157906 52.524154),12651,11766,52.524154,-113.157906,1212485,677.0,21.7,0.05,0.05,8.58,782.0,801.0,1.26,19.6,6.38,0.0069,0.03,61.9,6.43,317.0,0.9,0.86,0.055,0.071,94.2
POINT (-113.164661 52.518824),8092,12924,52.518824,-113.164661,1213617,793.0,20.6,0.05,0.05,8.52,926.0,1070.0,0.68,11.3,4.04,0.0063,0.042,161.0,3.9,426.0,0.83,0.38,0.399,0.071,97.0
POINT (-113.166756 52.514083),9912,12161,52.514083,-113.166756,1209249,747.0,19.7,0.05,0.05,8.55,871.0,1050.0,1.53,12.2,7.02,0.0059,0.03,193.0,4.31,391.0,0.81,0.36,0.036,0.071,89.8
POINT (-113.147944 52.507416),4015,4165,52.507416,-113.147944,1157165,777.0,19.0,0.005,0.01,8.46,908.0,1120.0,0.55,23.0,10.9,0.045,1.06,205.0,7.7,430.0,1.2,0.9,2.6,0.02,96.0
POINT (-113.14395 52.508216),10280,5878,52.508216,-113.14395,1204965,680.0,33.0,0.015,0.113,8.7,762.0,999.0,0.81,20.0,10.0,0.006,0.1,156.0,6.3,416.0,1.1,1.1,0.1,0.113,108.0
POINT (-113.14295 52.510416),10244,5876,52.510416,-113.14295,1204901,672.0,33.0,0.015,0.113,8.8,754.0,926.0,0.96,12.0,11.0,0.006,0.1,109.0,4.1,396.0,1.0,0.4,0.1,0.113,109.0
POINT (-113.148478 52.522491),9906,8443,52.522491,-113.148478,1209225,580.0,22.3,0.05,0.05,8.66,662.0,623.0,1.48,8.2,10.1,0.005,0.03,0.5,2.78,260.0,0.62,0.31,0.044,0.071,96.1
POINT (-113.148472 52.522416),8445,4855,52.522416,-113.148472,1217166,587.0,23.0,0.005,0.02,8.6,668.0,622.0,1.3,8.0,9.1,0.005,0.04,0.9,2.9,256.0,0.7,0.3,0.1,0.02,94.0
POINT (-113.148573 52.522921),9907,12160,52.522921,-113.148573,1209229,574.0,20.6,0.05,0.05,8.66,658.0,615.0,1.45,6.2,9.88,0.005,0.03,0.5,2.13,256.0,0.54,0.22,0.103,0.071,95.3
POINT (-113.148527 52.523027),5489,7128,52.523027,-113.148527,1216305,552.0,21.0,0.005,0.01,8.63,630.0,600.0,1.2,6.5,8.7,0.005,0.04,0.9,2.2,256.0,0.6,0.2,0.1,0.02,100.0
POINT (-113.149083 52.522527),6740,6325,52.522527,-113.149083,1217165,593.0,20.0,0.005,0.02,8.59,683.0,632.0,1.27,10.0,9.8,0.005,0.11,3.4,3.4,258.0,0.7,0.6,0.1,0.02,93.0
POINT (-113.14895 52.522501),9908,12842,52.522501,-113.14895,1209233,586.0,18.6,0.05,0.05,8.62,677.0,630.0,1.58,8.3,10.8,0.005,0.03,0.5,2.81,262.0,0.64,0.32,0.052,0.071,95.7
POINT (-113.151222 52.519361),6852,7109,52.519361,-113.151222,1217164,720.0,8.0,0.005,0.02,8.3,862.0,865.0,1.1,10.0,5.8,0.005,0.06,81.4,3.5,340.0,0.8,0.4,0.1,0.02,92.0
POINT (-113.151126 52.519359),9905,6508,52.519359,-113.151126,1209221,701.0,14.5,0.05,0.05,8.5,826.0,879.0,1.31,14.9,6.46,0.0179,0.194,88.3,4.98,356.0,0.88,0.61,0.85,0.071,98.1
POINT (-113.137413 52.5402),6549,4639,52.5402,-113.137413,1193347,514.0,5.0,0.05,0.05,7.62,627.0,609.0,0.2,168.0,2.5,0.151,0.265,53.5,50.3,178.0,2.39,8.91,0.263,0.07,98.4
POINT (-113.137471 52.54019),6550,4261,52.54019,-113.137471,1193359,523.0,5.0,0.05,0.05,7.95,683.0,601.0,0.2,133.0,7.0,0.131,0.244,43.6,40.6,186.0,2.13,7.6,0.304,0.07,93.3
POINT (-113.126731 52.526843),94,2470,52.526843,-113.126731,1156891,701.0,27.0,0.005,0.01,8.59,799.0,858.0,1.28,9.0,2.8,0.005,0.01,87.0,3.1,343.0,0.8,0.3,0.1,0.02,95.0
POINT (-113.125249 52.526138),515,2514,52.526138,-113.125249,1156889,688.0,29.0,0.005,0.01,8.64,780.0,878.0,1.06,9.0,2.7,0.005,0.01,109.0,3.0,348.0,0.8,0.3,0.1,0.02,95.0
POINT (-113.125366 52.517249),7772,10494,52.517249,-113.125366,1199591,698.0,48.0,0.009,0.017,8.6,650.0,1070.0,0.01,12.0,2.92,0.003,0.021,172.0,4.2,394.0,0.8,0.4,0.037,0.017,109.0
POINT (-113.137466 52.521066),10804,10181,52.521066,-113.137466,1205109,655.0,30.0,0.015,0.113,8.8,738.0,887.0,0.99,17.0,4.0,0.006,0.1,136.0,5.7,346.0,0.9,0.6,0.2,0.113,95.7
POINT (-113.136359 52.521334),10266,9444,52.521334,-113.136359,1204909,686.0,53.0,0.015,0.113,9.0,730.0,910.0,0.81,14.0,4.0,0.005,0.1,130.0,4.6,358.0,0.6,0.5,0.1,0.113,95.5
POINT (-113.130333 52.514883),5956,7423,52.514883,-113.130333,1199619,679.0,66.0,0.25,0.017,8.7,613.0,955.0,1.18,10.0,6.24,0.01,0.327,108.0,3.7,358.0,0.7,0.3,0.345,0.25,107.0
POINT (-113.135266 52.509599),10241,12663,52.509599,-113.135266,1204889,668.0,40.0,0.015,0.113,8.7,735.0,935.0,1.1,10.0,10.0,0.027,1.8,130.0,3.3,389.0,0.8,0.4,2.1,0.113,104.0
POINT (-113.107594 52.47271),4765,1905,52.47271,-113.107594,1157055,703.0,21.0,0.02,0.05,8.49,814.0,1660.0,0.3,31.0,5.3,0.05,0.15,633.0,10.0,586.0,4.0,1.0,0.7,0.07,95.0
POINT (-113.107144 52.473444),8614,1064,52.473444,-113.107144,1157057,835.0,22.0,0.02,0.05,8.47,973.0,2540.0,0.4,60.0,13.3,0.05,0.1,1140.0,22.0,867.0,4.0,3.0,0.2,0.07,96.0
POINT (-113.102611 52.472378),15952,15952,52.472378,-113.102611,1219196,706.0,31.0,0.009,0.017,8.5,674.0,2160.0,0.61,56.0,13.8,0.026,0.047,907.0,18.9,764.0,1.5,2.2,0.308,0.017,110.0
POINT (-113.10261 52.472377),4766,1859,52.472377,-113.10261,1157067,704.0,10.0,0.02,0.05,8.41,838.0,2210.0,0.69,60.0,14.7,0.05,0.1,989.0,19.0,766.0,4.0,2.0,0.2,0.07,98.0
POINT (-113.095783 52.479783),15954,15954,52.479783,-113.095783,1219198,629.0,38.0,0.009,0.017,8.6,591.0,770.0,0.19,7.0,21.6,0.004,0.008,0.27,2.8,270.0,0.8,0.2,0.027,0.017,103.0
POINT (-113.100972 52.486666),10225,11615,52.486666,-113.100972,1204821,703.0,6.0,0.005,0.01,8.21,857.0,1080.0,0.78,43.0,2.8,0.006,0.23,270.0,15.2,405.0,1.5,2.0,0.05,0.01,92.0
POINT (-113.101027 52.486944),6465,11385,52.486944,-113.101027,1200347,704.0,6.0,0.005,0.01,8.28,858.0,1050.0,0.87,28.0,2.6,0.005,0.11,253.0,9.9,402.0,1.1,1.1,0.05,0.01,92.0
POINT (-113.102594 52.488032),14497,14497,52.488032,-113.102594,1217759,640.0,10.0,0.2,0.2,8.5,769.0,1160.0,2.88,12.0,3.99,0.002,0.164,322.0,4.8,430.0,1.0,1.0,1.07,0.6,96.6
POINT (-113.101365 52.492541),14499,14499,52.492541,-113.101365,1217761,600.0,12.0,0.2,0.1,8.4,708.0,1010.0,2.55,6.8,3.06,0.003,0.007,234.0,2.7,393.0,1.0,1.0,0.053,0.4,102.0
POINT (-113.100999 52.4924),10230,8814,52.4924,-113.100999,1204841,650.0,25.0,0.015,0.047,8.6,743.0,989.0,0.87,9.0,2.18,0.003,0.1,216.0,3.3,375.0,0.7,0.3,0.1,0.06,93.7
POINT (-113.112111 52.491972),15953,15953,52.491972,-113.112111,1219197,703.0,10.0,0.005,0.01,8.4,836.0,1040.0,0.88,14.0,4.2,0.005,0.09,236.0,5.2,407.0,0.8,0.6,1.6,0.01,90.0
POINT (-113.118222 52.507917),15957,15957,52.507917,-113.118222,1219201,688.0,62.0,0.009,0.017,8.6,626.0,1170.0,0.74,17.0,4.61,0.005,0.009,225.0,5.7,467.0,1.1,0.6,0.06,0.017,120.0
POINT (-113.1182 52.507966),12335,12181,52.507966,-113.1182,1211865,724.0,40.0,0.015,0.113,8.7,803.0,1100.0,0.84,17.0,4.0,0.005,0.1,254.0,5.8,401.0,1.2,0.7,0.1,0.113,89.4
POINT (-113.118222 52.507916),10373,11107,52.507916,-113.118222,1205037,690.0,28.0,0.015,0.113,8.6,784.0,1070.0,0.99,16.0,4.0,0.006,0.1,208.0,5.5,433.0,1.0,0.6,0.1,0.113,105.0
POINT (-113.113694 52.506889),15932,15932,52.506889,-113.113694,1219176,670.0,47.0,0.009,0.017,8.6,624.0,1310.0,0.67,22.0,3.61,0.006,0.003,278.0,7.0,417.0,1.2,1.0,0.081,0.017,105.0
POINT (-113.112083 52.520528),15949,15949,52.520528,-113.112083,1219193,627.0,29.0,0.009,0.017,8.5,598.0,1300.0,0.35,23.0,3.85,0.017,0.022,311.0,8.0,402.0,0.9,0.7,0.115,0.017,103.0
POINT (-113.112183 52.520699),12338,9112,52.520699,-113.112183,1211889,657.0,23.0,0.015,0.113,8.6,756.0,1180.0,0.42,26.0,3.0,0.017,0.1,344.0,8.8,428.0,1.1,0.9,0.1,0.113,93.8
POINT (-113.121116 52.538549),7358,6009,52.538549,-113.121116,1217077,712.0,40.0,0.005,0.04,8.61,785.0,773.0,1.94,9.0,24.7,0.006,0.02,1.0,3.0,316.0,0.7,0.3,0.1,0.04,92.0
POINT (-113.121846 52.539112),15793,15793,52.539112,-113.121846,1219039,671.0,21.0,0.01,0.021,8.62,775.0,730.0,2.13,8.1,24.8,0.0068,0.053,2.35,2.78,294.0,1.0,0.28,1.04,0.05,91.0
POINT (-113.100811 52.537927),345,5459,52.537927,-113.100811,1156339,463.0,6.0,0.005,1.11,8.13,565.0,500.0,0.16,275.0,2.4,0.005,0.01,31.8,66.9,92.4,2.3,26.3,0.1,1.11,95.0
POINT (-113.100645 52.538327),7211,12279,52.538327,-113.100645,1216700,468.0,6.0,0.005,0.66,8.09,570.0,513.0,0.18,300.0,1.1,0.005,0.01,30.4,72.3,97.0,2.2,29.0,0.1,0.66,102.0
POINT (-113.100648 52.538324),27,1517,52.538324,-113.100648,1156337,454.0,6.0,0.005,0.71,8.13,553.0,490.0,0.17,280.0,1.4,0.005,0.01,30.0,68.2,88.8,2.2,26.6,0.1,0.71,97.0
POINT (-113.101593 52.533869),14802,14802,52.533869,-113.101593,1218060,645.0,39.0,0.005,0.01,8.71,708.0,764.0,1.65,9.0,38.1,0.005,0.02,6.2,3.1,328.0,0.6,0.3,0.1,0.02,102.0
POINT (-113.097466 52.5378),516,5434,52.5378,-113.097466,1156007,772.0,36.0,0.005,0.02,8.69,867.0,832.0,1.07,10.0,9.2,0.006,0.03,5.9,3.9,348.0,1.0,0.3,0.1,0.02,97.0
POINT (-113.098117 52.529648),4518,2930,52.529648,-113.098117,1156027,706.0,35.0,0.015,0.03,8.7,790.0,916.0,1.18,10.0,8.2,0.005,0.04,104.0,3.9,375.0,0.8,0.4,0.3,0.05,100.0
POINT (-113.100228 52.506577),3037,2024,52.506577,-113.100228,1156935,573.0,9.0,0.005,0.01,8.39,681.0,783.0,0.49,16.0,1.0,0.006,0.18,130.0,5.2,300.0,1.0,0.7,0.9,0.02,94.0
POINT (-113.100245 52.506444),15920,15920,52.506444,-113.100245,1219164,584.0,31.0,0.009,0.017,8.5,553.0,796.0,0.46,41.0,5.51,0.01,0.022,124.0,12.5,300.0,1.1,2.4,0.2,0.017,108.0
POINT (-113.100244 52.506444),523,5435,52.506444,-113.100244,1156933,589.0,6.0,0.005,0.01,8.3,718.0,802.0,0.53,43.0,3.7,0.011,0.14,132.0,13.0,296.0,1.4,2.5,0.2,0.02,94.0
POINT (-113.079294 52.520811),524,1063,52.520811,-113.079294,1156655,647.0,15.0,0.005,0.01,8.51,757.0,928.0,0.53,10.0,0.5,0.005,0.04,181.0,3.5,353.0,0.8,0.4,0.1,0.02,93.0
POINT (-113.078166 52.53561),5863,4749,52.53561,-113.078166,1217182,639.0,21.0,0.005,0.56,8.58,736.0,795.0,1.05,16.0,3.6,0.005,0.17,87.4,5.0,314.0,0.9,0.9,0.5,0.56,95.0
POINT (-113.077972 52.535578),5862,7392,52.535578,-113.077972,1217087,642.0,22.0,0.005,0.03,8.6,738.0,794.0,1.02,9.0,5.9,0.005,0.08,86.6,3.2,312.0,0.8,0.2,0.2,0.03,93.0
